id,student_id,course_id,enrollment_date,status,final_grade
1577,622,113,2025-11-17,dropped,
1578,622,3,2024-10-08,completed,A
1579,623,35,2025-04-09,dropped,
1580,623,120,2023-09-19,dropped,
1581,623,82,2023-07-11,completed,B
1582,623,69,2024-07-05,completed,A
1583,624,109,2024-07-28,dropped,
1584,624,56,2025-11-18,active,
1585,624,53,2024-05-27,completed,B
1586,625,33,2023-02-20,completed,A
1587,625,88,2025-07-19,active,
1588,626,103,2025-01-09,active,
1589,626,106,2024-10-10,dropped,
1590,627,83,2025-10-16,active,
1591,627,116,2023-04-16,completed,D
1592,627,5,2024-03-28,completed,C
1593,627,26,2023-03-26,dropped,
1594,628,101,2025-10-22,active,
1595,628,3,2024-10-16,dropped,
1596,628,8,2025-08-25,dropped,
1597,628,111,2024-10-28,completed,A
1598,629,31,2023-06-15,completed,E
1599,629,15,2023-02-26,completed,C
1600,630,64,2024-09-10,completed,C
1601,630,114,2025-09-28,active,
1602,630,12,2024-12-28,completed,D
1603,631,120,2023-09-05,completed,A
1604,631,55,2023-06-10,completed,B
1605,632,63,2024-08-10,completed,E
1606,633,70,2024-04-12,completed,B
1607,633,55,2023-07-13,dropped,
1608,633,61,2023-11-05,completed,B
1609,634,3,2024-11-04,completed,C
1610,634,83,2025-10-09,active,
1611,634,116,2023-06-04,completed,B
1612,635,40,2025-10-21,active,
1613,635,82,2023-06-10,dropped,
1614,635,90,2023-03-25,completed,F
1615,635,47,2025-08-18,active,
1616,636,39,2023-12-02,dropped,
1617,636,27,2024-06-17,completed,D
1618,637,102,2025-05-22,dropped,
1619,637,5,2024-03-17,completed,B
1620,637,36,2024-11-17,completed,D
1621,637,111,2024-09-22,dropped,
1622,638,65,2025-06-17,active,
1623,638,9,2023-07-22,completed,B
1624,638,46,2023-02-25,active,
1625,639,81,2025-01-12,completed,A
1626,639,57,2024-12-25,completed,B
1627,640,15,2023-02-03,completed,C
1628,641,109,2024-08-20,completed,E
1629,641,77,2024-08-11,completed,C
1630,642,23,2025-04-18,dropped,
1631,642,88,2025-07-22,active,
1632,642,76,2023-10-27,completed,D
1633,643,3,2024-11-01,completed,C
1634,643,119,2025-10-31,dropped,
1635,644,34,2024-12-22,active,
1636,644,90,2023-04-09,completed,B
1637,645,48,2024-11-14,dropped,
1638,646,2,2023-05-30,completed,C
1639,647,106,2024-09-19,completed,A
1640,647,87,2023-04-21,completed,C
1641,647,64,2024-09-19,completed,D
1642,647,16,2024-10-02,completed,D
1643,648,54,2023-10-13,active,
1644,648,24,2025-05-01,active,
1645,649,31,2023-05-25,completed,C
1646,649,80,2024-05-09,completed,B
1647,649,58,2024-01-19,dropped,
1648,650,88,2025-08-24,active,
1649,650,28,2025-06-08,active,
1650,650,92,2024-01-03,completed,A
1651,650,50,2023-11-07,completed,B
1652,651,1,2025-06-13,active,
1653,652,39,2023-11-30,dropped,
1654,652,51,2024-11-28,active,
1655,652,86,2023-07-13,completed,B
1656,652,48,2024-11-25,dropped,
1657,653,12,2025-01-05,active,
1658,653,41,2024-10-02,active,
1659,654,6,2025-07-04,dropped,
1660,654,17,2023-10-18,completed,D
1661,654,64,2024-10-04,dropped,
1662,655,67,2023-03-28,completed,F
1663,655,41,2024-11-10,dropped,
1664,655,56,2025-12-19,dropped,
1665,656,7,2025-05-05,active,
1666,656,25,2025-12-01,active,
1667,656,20,2024-10-25,completed,F
1668,656,30,2025-03-25,active,
1669,657,91,2025-11-20,active,
1670,657,72,2023-07-03,dropped,
1671,657,63,2024-07-14,completed,A
1672,658,24,2025-06-16,active,
1673,658,107,2024-01-04,completed,C
1674,658,22,2025-06-09,active,
1675,659,68,2025-12-11,active,
1676,660,118,2024-10-12,completed,D
1677,660,10,2024-10-08,active,
1678,660,32,2025-04-21,active,
1679,660,99,2025-06-21,active,
1680,661,108,2024-06-10,completed,A
1681,662,59,2023-08-08,completed,F
1682,662,81,2025-01-03,completed,B
1683,662,35,2025-04-16,dropped,
1684,662,77,2024-08-19,completed,D
1685,663,42,2025-09-04,active,
1686,663,103,2025-01-28,active,
1687,663,8,2025-08-24,active,
1688,664,99,2025-06-23,active,
1689,664,111,2024-09-29,completed,C
1690,665,83,2025-10-15,active,
1691,665,97,2024-08-25,dropped,
1692,665,84,2025-09-06,dropped,
1693,666,116,2023-04-23,completed,A
1694,666,88,2025-08-02,active,
1695,666,78,2025-05-10,active,
1696,667,61,2023-11-09,completed,B
1697,667,35,2025-03-24,active,
1698,667,73,2024-11-14,completed,A
1699,667,77,2024-08-15,completed,B
1700,668,83,2025-11-20,active,
1701,668,88,2025-08-10,active,
1702,669,38,2023-10-29,completed,E
1703,670,39,2023-12-11,dropped,
1704,670,20,2024-10-29,completed,C
1705,670,17,2023-10-26,completed,A
1706,670,88,2025-07-16,active,
1707,671,13,2025-09-20,dropped,
1708,671,60,2024-11-12,active,
1709,671,85,2023-01-09,active,
1710,671,93,2023-08-14,completed,C
1711,672,101,2025-11-11,active,
1712,672,24,2025-05-26,dropped,
1713,673,41,2024-10-22,completed,B
1714,673,76,2023-10-20,completed,E
1715,673,93,2023-08-24,completed,A
1716,674,112,2024-08-14,completed,A
1717,674,87,2023-03-09,completed,C
1718,674,14,2023-08-23,completed,D
1719,675,39,2023-12-15,completed,F
1720,675,80,2024-05-23,completed,B
1721,675,105,2023-05-16,completed,A
1722,675,79,2025-09-21,active,
1723,676,110,2023-05-15,completed,A
1724,676,4,2025-10-17,active,
1725,677,12,2025-01-09,active,
1726,677,39,2023-12-22,completed,A
1727,678,95,2025-10-13,dropped,
1728,678,90,2023-03-31,completed,B
1729,679,26,2023-04-29,dropped,
1730,679,38,2023-10-25,completed,A
1731,680,54,2023-10-24,completed,C
1732,680,109,2024-07-26,completed,B
1733,680,64,2024-09-27,completed,C
1734,680,95,2025-10-28,dropped,
1735,681,30,2025-02-23,active,
1736,681,92,2024-01-17,completed,B
1737,681,8,2025-09-09,active,
1738,681,68,2025-11-22,active,
1739,682,58,2023-12-31,completed,C
1740,682,90,2023-03-31,completed,A
1741,682,56,2025-11-28,active,
1742,683,118,2024-10-26,completed,A
1743,683,78,2025-04-27,dropped,
1744,683,110,2023-05-26,dropped,
1745,684,102,2025-05-27,active,
1746,684,61,2023-10-31,completed,A
1747,684,103,2025-01-20,active,
1748,685,21,2023-11-16,completed,B
1749,685,78,2025-05-10,active,
1750,686,72,2023-05-19,completed,B
1751,686,7,2025-06-06,active,
1752,687,104,2023-10-16,completed,A
1753,688,16,2024-09-08,completed,F
1754,688,72,2023-07-07,completed,A
1755,689,115,2025-08-29,dropped,
1756,689,20,2024-11-03,completed,C
1757,689,110,2023-05-30,active,
1758,690,14,2023-09-13,completed,C
1759,691,106,2024-10-10,completed,A
1760,692,112,2024-07-31,dropped,
1761,693,94,2025-07-04,active,
1762,693,38,2023-11-01,completed,D
1763,694,83,2025-10-27,dropped,
1764,694,47,2025-08-09,dropped,
1765,695,54,2023-10-17,completed,B
1766,695,99,2025-06-03,active,
1767,695,1,2025-07-12,dropped,
1768,695,32,2025-04-01,active,
1769,696,20,2024-11-13,completed,C
1770,696,97,2024-08-02,dropped,
1771,697,118,2024-10-14,active,
1772,697,53,2024-05-24,dropped,
1773,697,115,2025-08-13,active,
1774,697,59,2023-06-27,completed,B
1775,698,11,2025-05-07,active,
1776,699,56,2025-12-09,dropped,
1777,699,8,2025-09-10,dropped,
1778,700,116,2023-04-18,dropped,
1779,700,74,2025-09-09,dropped,
1780,701,54,2023-10-30,completed,D
1781,701,52,2024-11-22,completed,E
1782,701,114,2025-09-08,dropped,
1783,702,90,2023-03-29,completed,D
1784,702,52,2024-11-15,active,
1785,703,90,2023-04-20,completed,C
1786,703,45,2023-06-23,completed,B
1787,703,114,2025-10-02,dropped,
1788,703,104,2023-11-28,dropped,
1789,704,28,2025-06-05,active,
1790,704,12,2024-12-12,completed,A
1791,704,66,2025-04-08,dropped,
1792,705,31,2023-05-29,completed,F
1793,705,107,2023-12-25,completed,D
1794,705,100,2025-05-26,active,
1795,706,16,2024-10-05,dropped,
1796,706,7,2025-05-22,active,
1797,706,97,2024-09-10,completed,B
1798,707,104,2023-11-18,completed,D
1799,707,96,2025-05-29,active,
1800,708,45,2023-06-22,completed,D
1801,708,39,2023-12-28,completed,C
1802,709,14,2023-08-27,completed,D
1803,709,42,2025-08-11,active,
1804,710,92,2024-01-23,completed,A
1805,710,55,2023-06-01,completed,B
1806,711,87,2023-04-08,completed,C
1807,711,68,2025-11-08,active,
1808,711,52,2024-11-16,completed,B
1809,712,94,2025-05-29,active,
1810,712,54,2023-10-18,completed,A
1811,712,106,2024-10-20,completed,B
1812,712,21,2023-11-29,completed,B
1813,713,72,2023-05-25,completed,B
1814,713,48,2024-11-11,active,
1815,714,6,2025-06-24,active,
1816,714,67,2023-04-10,completed,B
1817,714,20,2024-11-15,completed,C
1818,715,7,2025-05-12,active,
1819,715,120,2023-10-09,completed,A
1820,715,115,2025-08-07,active,
1821,715,40,2025-09-10,active,
1822,716,73,2024-11-08,completed,B
1823,716,58,2024-02-14,dropped,
1824,716,116,2023-04-23,active,
1825,717,98,2024-09-13,completed,C
1826,717,58,2024-02-10,completed,B
1827,717,86,2023-07-27,completed,A
1828,717,20,2024-11-07,dropped,
1829,718,83,2025-10-16,dropped,
1830,718,12,2024-12-27,completed,C
1831,718,111,2024-10-05,completed,A
1832,719,25,2025-12-24,active,
1833,720,73,2024-11-20,active,
1834,721,65,2025-07-03,dropped,
1835,721,115,2025-07-27,dropped,
1836,721,3,2024-10-14,active,
1837,721,16,2024-09-09,dropped,
1838,722,11,2025-05-06,active,
1839,722,104,2023-10-14,completed,E
1840,722,69,2024-07-03,completed,B
1841,722,78,2025-05-12,active,
1842,723,12,2024-12-25,active,
1843,723,15,2023-02-02,completed,C
1844,723,13,2025-08-24,active,
1845,724,87,2023-03-22,completed,C
1846,724,22,2025-06-15,active,
1847,724,8,2025-08-19,active,
1848,724,79,2025-10-10,active,
1849,725,7,2025-05-06,active,
1850,726,64,2024-10-13,completed,E
1851,726,66,2025-04-24,active,
1852,727,71,2023-03-22,completed,A
1853,727,53,2024-05-02,completed,F
1854,727,9,2023-07-30,completed,C
1855,727,62,2025-06-26,dropped,
1856,728,73,2024-10-23,dropped,
1857,728,53,2024-06-02,completed,F
1858,728,58,2024-01-22,completed,A
1859,729,69,2024-07-17,completed,A
1860,729,55,2023-06-22,dropped,
1861,730,84,2025-07-24,dropped,
1862,730,22,2025-06-26,active,
1863,730,1,2025-06-13,dropped,
1864,731,45,2023-07-11,dropped,
1865,731,108,2024-06-08,completed,C
1866,731,81,2024-12-29,active,
1867,731,28,2025-05-06,active,
1868,732,107,2023-12-26,completed,F
1869,733,27,2024-05-28,dropped,
1870,733,79,2025-10-11,active,
1871,733,65,2025-07-09,dropped,
1872,733,103,2025-01-07,active,
1873,734,44,2023-03-27,completed,E
1874,734,27,2024-05-16,completed,A
1875,734,59,2023-07-27,completed,A
1876,735,53,2024-06-14,completed,C
1877,735,72,2023-06-21,completed,D
1878,736,69,2024-06-13,dropped,
1879,737,87,2023-03-26,dropped,
1880,737,16,2024-09-16,completed,D
1881,737,46,2023-04-09,dropped,
1882,737,105,2023-05-15,completed,E
1883,738,2,2023-06-02,completed,E
1884,738,29,2024-04-08,completed,D
1885,738,96,2025-05-29,active,
1886,738,3,2024-11-11,completed,F
1887,739,5,2024-03-31,completed,A
1888,739,36,2024-11-08,dropped,
1889,739,64,2024-10-05,completed,D
1890,740,22,2025-07-13,active,
1891,740,71,2023-05-03,completed,A
1892,740,25,2025-12-22,active,
1893,740,85,2023-01-08,completed,E
1894,741,113,2025-11-23,dropped,
1895,741,67,2023-03-30,dropped,
1896,742,89,2023-05-23,completed,B
1897,743,1,2025-07-08,active,
1898,743,55,2023-06-13,completed,F
1899,743,83,2025-10-23,active,
1900,743,87,2023-04-04,completed,B
1901,744,114,2025-10-24,active,
1902,745,118,2024-10-09,completed,B
1903,745,54,2023-10-08,completed,C
1904,745,69,2024-06-13,dropped,
1905,746,89,2023-04-14,dropped,
1906,746,55,2023-06-05,completed,B
1907,747,4,2025-11-01,active,
1908,748,76,2023-11-13,dropped,
1909,749,32,2025-03-24,dropped,
1910,749,14,2023-07-28,dropped,
1911,749,61,2023-11-15,active,
1912,750,100,2025-06-17,active,
1913,751,81,2024-12-21,active,
1914,752,8,2025-08-01,active,
1915,753,101,2025-10-25,active,
1916,754,8,2025-08-26,active,
1917,754,39,2024-01-04,completed,A
1918,754,79,2025-10-14,active,
1919,754,81,2025-01-01,completed,A
1920,755,59,2023-07-21,completed,B
1921,756,44,2023-03-30,dropped,
1922,757,59,2023-07-30,completed,A
1923,758,2,2023-05-23,completed,C
1924,759,116,2023-04-23,completed,B
1925,759,74,2025-08-21,active,
1926,760,24,2025-05-02,active,
1927,760,32,2025-03-28,active,
1928,760,18,2023-03-06,dropped,
1929,760,103,2025-02-07,active,
1930,761,19,2025-07-07,active,
1931,761,61,2023-10-31,completed,A
1932,762,8,2025-08-31,dropped,
1933,762,31,2023-06-14,dropped,
1934,763,45,2023-06-16,active,
1935,763,26,2023-04-14,completed,B
1936,763,82,2023-07-09,dropped,
1937,763,117,2025-04-29,active,
1938,764,79,2025-10-11,active,
1939,764,39,2023-12-21,dropped,
1940,764,54,2023-09-19,completed,E
1941,765,89,2023-05-09,completed,A
1942,765,30,2025-04-10,dropped,
1943,766,104,2023-10-25,completed,D
1944,766,95,2025-09-15,active,
1945,766,49,2024-04-26,completed,C
1946,767,38,2023-10-12,completed,E
1947,767,57,2025-01-05,active,
1948,768,26,2023-04-05,completed,A
1949,769,93,2023-09-17,completed,A
1950,769,23,2025-04-09,dropped,
1951,769,44,2023-02-23,completed,C
1952,770,84,2025-08-11,dropped,
1953,770,101,2025-11-05,active,
1954,770,114,2025-10-01,dropped,
1955,770,15,2023-03-07,completed,B
1956,771,113,2025-10-17,dropped,
1957,771,92,2024-01-05,active,
1958,771,9,2023-06-29,completed,C
1959,771,16,2024-09-14,completed,F
1960,772,118,2024-10-29,completed,A
1961,772,6,2025-07-21,active,
1962,773,42,2025-07-22,active,
1963,773,32,2025-03-26,dropped,
1964,774,27,2024-06-07,active,
1965,774,94,2025-06-28,active,
1966,774,11,2025-05-18,active,
1967,774,101,2025-11-27,dropped,
1968,775,64,2024-09-06,completed,B
1969,775,67,2023-05-01,completed,F
1970,775,60,2024-11-20,active,
1971,776,82,2023-07-06,completed,A
1972,776,118,2024-09-23,completed,A
1973,776,102,2025-05-30,active,
1974,776,75,2023-01-05,completed,E
1975,777,33,2023-01-21,active,
1976,777,71,2023-04-08,completed,B
1977,777,11,2025-05-23,active,
1978,778,55,2023-06-20,completed,D
1979,778,58,2024-01-19,completed,A
1980,778,60,2024-11-18,active,
1981,779,46,2023-03-01,completed,B
1982,780,101,2025-11-03,dropped,
1983,781,16,2024-08-29,completed,B
1984,782,26,2023-04-09,completed,D
1985,782,87,2023-04-14,dropped,
1986,782,43,2024-12-03,completed,F
1987,783,2,2023-05-03,dropped,
1988,783,99,2025-07-18,dropped,
1989,783,39,2023-12-17,dropped,
1990,784,61,2023-11-23,completed,C
1991,785,111,2024-09-30,completed,C
1992,785,51,2024-11-23,active,
1993,786,93,2023-10-02,completed,D
1994,786,105,2023-06-04,active,
1995,786,60,2024-12-04,active,
1996,786,44,2023-03-17,completed,C
1997,787,18,2023-02-10,completed,C
1998,787,74,2025-08-26,dropped,
1999,787,112,2024-08-09,completed,B
2000,788,98,2024-08-17,completed,A
2001,788,100,2025-06-29,active,
2002,788,89,2023-04-18,completed,F
2003,788,69,2024-07-03,completed,C
2004,789,49,2024-05-26,completed,B
2005,789,27,2024-05-29,completed,B
2006,789,51,2024-11-12,active,
2007,789,9,2023-06-23,completed,A
2008,790,4,2025-10-26,active,
2009,790,24,2025-05-14,active,
2010,790,26,2023-04-26,completed,A
2011,790,9,2023-07-20,completed,B
2012,791,51,2024-11-27,active,
2013,791,21,2023-12-02,completed,F
2014,791,15,2023-02-06,completed,A
2015,791,17,2023-10-18,dropped,
2016,792,21,2023-11-22,completed,C
2017,792,78,2025-05-08,active,
2018,792,74,2025-07-26,dropped,
2019,792,40,2025-10-06,active,
2020,793,78,2025-04-30,dropped,
2021,793,104,2023-11-12,completed,C
2022,793,32,2025-04-25,active,
2023,793,68,2025-12-03,dropped,
2024,794,45,2023-07-24,completed,C
2025,794,90,2023-03-12,completed,A
2026,794,108,2024-06-29,completed,B
2027,794,92,2024-02-08,completed,C
2028,795,90,2023-03-11,completed,C
2029,795,6,2025-07-05,active,
2030,795,31,2023-05-14,completed,C
2031,795,114,2025-09-21,dropped,
2032,796,98,2024-08-02,active,
2033,796,71,2023-04-22,active,
2034,796,16,2024-09-14,completed,A
2035,796,48,2024-11-17,active,
2036,797,4,2025-11-14,dropped,
2037,797,10,2024-10-31,active,
2038,797,82,2023-06-20,dropped,
2039,797,89,2023-05-05,completed,B
2040,798,42,2025-09-04,active,
2041,798,86,2023-07-31,completed,B
2042,799,92,2024-01-05,completed,B
2043,799,57,2024-12-23,active,
2044,800,78,2025-04-15,active,
2045,801,69,2024-07-29,completed,A
2046,802,87,2023-03-19,completed,B
2047,803,92,2024-02-09,completed,B
2048,803,5,2024-02-18,dropped,
2049,804,50,2023-12-06,completed,A
2050,805,7,2025-06-12,active,
2051,806,119,2025-11-18,dropped,
2052,806,32,2025-03-21,active,
2053,807,4,2025-10-14,active,
2054,807,2,2023-04-19,completed,D
2055,807,44,2023-03-31,completed,A
2056,807,106,2024-10-01,completed,D
2057,808,72,2023-06-26,completed,B
2058,808,81,2024-12-20,active,
2059,808,25,2025-11-28,active,
2060,809,23,2025-05-09,active,
2061,809,2,2023-05-09,completed,A
2062,809,52,2024-11-18,dropped,
2063,810,6,2025-06-30,active,
2064,810,9,2023-08-05,completed,F
2065,810,114,2025-09-14,dropped,
2066,811,33,2023-02-20,completed,C
2067,811,13,2025-09-08,active,
2068,812,43,2024-12-31,completed,C
2069,812,23,2025-05-10,active,
2070,813,3,2024-11-03,completed,B
2071,813,78,2025-05-26,active,
2072,813,117,2025-04-28,dropped,
2073,814,30,2025-02-23,active,
2074,815,40,2025-09-23,dropped,
2075,816,80,2024-04-13,completed,B
2076,816,11,2025-04-28,active,
2077,817,83,2025-10-21,dropped,
2078,817,5,2024-03-24,dropped,
2079,818,95,2025-10-02,active,
2080,818,113,2025-11-27,dropped,
2081,818,43,2024-12-24,completed,B
2082,818,18,2023-02-20,active,
2083,819,109,2024-07-29,completed,A
2084,819,94,2025-05-23,dropped,
2085,820,103,2025-02-03,dropped,
2086,820,88,2025-08-17,dropped,
2087,821,24,2025-04-30,active,
2088,821,57,2025-01-13,active,
2089,821,81,2024-12-05,active,
2090,822,27,2024-05-13,completed,B
2091,822,17,2023-11-10,dropped,
2092,823,65,2025-06-18,dropped,
2093,823,11,2025-05-05,active,
2094,824,32,2025-03-20,active,
2095,824,55,2023-06-12,completed,B
2096,825,35,2025-04-20,active,
2097,825,111,2024-10-09,completed,A
2098,826,55,2023-06-20,active,
2099,826,65,2025-07-11,active,
2100,826,79,2025-11-07,active,
2101,826,95,2025-09-20,dropped,
2102,827,77,2024-08-18,completed,B
2103,827,69,2024-07-11,completed,B
2104,827,20,2024-10-31,completed,A
2105,828,92,2024-01-09,completed,A
2106,828,61,2023-10-13,dropped,
2107,829,63,2024-08-02,dropped,
2108,829,52,2024-11-23,completed,B
2109,829,119,2025-12-06,dropped,
2110,830,53,2024-05-03,dropped,
2111,831,50,2023-11-28,completed,C
2112,832,99,2025-07-14,active,
2113,832,117,2025-05-06,active,
2114,832,97,2024-09-07,completed,A
2115,833,119,2025-11-10,active,
2116,833,55,2023-06-16,completed,C
2117,833,95,2025-10-29,active,
2118,833,32,2025-03-18,active,
2119,834,88,2025-08-17,active,
2120,834,19,2025-07-30,dropped,
2121,834,33,2023-01-13,completed,A
2122,834,32,2025-04-23,dropped,
2123,835,91,2025-11-24,dropped,
2124,835,76,2023-10-31,completed,B
2125,835,116,2023-05-29,completed,F
2126,835,11,2025-05-28,dropped,
2127,836,94,2025-07-05,dropped,
2128,836,53,2024-05-07,completed,C
2129,836,97,2024-08-16,dropped,
2130,837,96,2025-06-05,active,
2131,837,27,2024-05-27,completed,A
2132,837,120,2023-09-23,completed,A
2133,838,68,2025-12-08,active,
2134,838,54,2023-09-28,completed,C
2135,838,84,2025-08-02,active,
2136,838,37,2023-08-24,dropped,
2137,839,73,2024-10-30,active,
2138,839,105,2023-05-19,dropped,
2139,839,28,2025-05-13,active,
2140,839,24,2025-05-26,active,
2141,840,112,2024-08-27,completed,B
2142,841,16,2024-08-26,completed,B
2143,841,36,2024-12-09,active,
2144,841,9,2023-06-17,completed,C
2145,841,44,2023-02-17,completed,C
2146,842,13,2025-08-28,active,
2147,843,49,2024-05-30,completed,F
2148,844,120,2023-10-10,completed,B
2149,844,63,2024-07-30,completed,B
2150,844,61,2023-11-02,dropped,
2151,845,86,2023-08-10,completed,B
2152,845,52,2024-10-28,dropped,
2153,845,49,2024-04-22,completed,C
2154,846,4,2025-10-09,dropped,
2155,846,78,2025-04-26,dropped,
2156,847,48,2024-12-13,completed,D
2157,847,58,2024-01-31,completed,A
2158,848,3,2024-09-29,dropped,
2159,848,82,2023-07-12,completed,B
2160,848,47,2025-09-09,active,
2161,849,45,2023-07-01,dropped,
2162,850,85,2023-01-10,completed,B
2163,850,110,2023-05-14,completed,D
2164,850,90,2023-04-06,active,
2165,850,116,2023-05-30,completed,A
2166,851,39,2024-01-04,dropped,
2167,852,22,2025-06-26,active,
2168,852,115,2025-07-31,active,
2169,852,58,2024-01-09,active,
2170,852,15,2023-03-07,completed,A
2171,853,21,2023-11-05,dropped,
2172,854,29,2024-04-28,completed,D
2173,854,93,2023-08-20,completed,E
2174,854,33,2023-02-22,completed,A
2175,855,112,2024-08-23,active,
2176,855,29,2024-04-24,completed,B
2177,855,120,2023-10-07,completed,C
2178,856,104,2023-10-19,completed,A
2179,856,30,2025-03-15,dropped,
2180,856,29,2024-03-29,completed,A
2181,856,34,2025-01-04,active,
2182,857,49,2024-04-22,completed,C
2183,857,74,2025-08-07,dropped,
2184,857,95,2025-10-12,active,
2185,858,103,2025-02-09,active,
2186,858,87,2023-04-13,completed,A
2187,858,120,2023-09-17,completed,D
2188,859,19,2025-07-02,active,
2189,859,105,2023-06-06,completed,B
2190,859,38,2023-11-16,completed,D
2191,860,77,2024-08-03,completed,F
2192,861,36,2024-12-11,completed,C
2193,862,64,2024-10-10,dropped,
2194,862,38,2023-10-03,dropped,
2195,863,20,2024-10-09,dropped,
2196,863,106,2024-09-19,completed,A
2197,863,92,2024-02-15,completed,B
2198,864,39,2023-12-02,dropped,
2199,864,105,2023-06-12,completed,B
2200,864,85,2023-02-03,dropped,
2201,864,117,2025-05-09,active,
2202,865,68,2025-12-08,active,
2203,866,90,2023-04-05,completed,A
2204,866,110,2023-06-19,active,
2205,867,109,2024-08-22,completed,C
2206,868,57,2025-01-12,active,
2207,868,90,2023-03-10,completed,D
2208,869,95,2025-09-15,active,
2209,869,84,2025-08-26,active,
2210,870,49,2024-06-04,dropped,
2211,870,55,2023-05-27,completed,F
2212,871,7,2025-05-26,active,
2213,871,16,2024-10-01,completed,A
2214,872,32,2025-04-03,active,
2215,872,5,2024-03-30,completed,A
2216,872,16,2024-10-11,completed,C
2217,872,31,2023-06-29,completed,A
2218,873,111,2024-10-03,completed,B
2219,873,105,2023-05-08,completed,A
2220,873,84,2025-08-21,active,
2221,873,49,2024-05-24,completed,C
2222,874,36,2024-12-16,completed,B
2223,874,89,2023-05-21,completed,B
2224,874,96,2025-04-27,active,
2225,874,13,2025-08-19,dropped,
2226,875,52,2024-11-20,completed,C
2227,875,105,2023-06-11,active,
2228,876,9,2023-07-21,completed,C
2229,876,67,2023-03-25,active,
2230,876,108,2024-06-03,dropped,
2231,876,75,2022-12-19,completed,C
2232,877,1,2025-06-25,dropped,
2233,877,72,2023-05-25,completed,C
2234,878,12,2024-12-07,dropped,
2235,878,72,2023-05-20,completed,A
2236,879,47,2025-08-29,dropped,
2237,879,70,2024-04-11,completed,B
2238,879,22,2025-06-29,dropped,
2239,880,85,2023-01-12,completed,C
2240,880,69,2024-07-15,dropped,
2241,880,57,2025-01-04,completed,B
2242,881,85,2023-01-06,completed,A
2243,882,110,2023-05-10,completed,A
2244,882,107,2024-01-09,completed,C
2245,882,28,2025-05-28,active,
2246,883,34,2024-12-22,active,
2247,883,49,2024-04-27,dropped,
2248,883,84,2025-09-02,active,
2249,884,69,2024-06-16,completed,B
2250,884,27,2024-06-17,completed,A
2251,885,73,2024-11-19,completed,B
2252,885,85,2023-01-13,completed,C
2253,885,83,2025-10-30,active,
2254,886,10,2024-10-14,active,
2255,886,35,2025-04-13,active,
2256,887,43,2024-12-31,active,
2257,888,100,2025-05-24,active,
2258,888,35,2025-03-07,active,
2259,888,19,2025-07-02,active,
2260,889,101,2025-10-24,active,
2261,890,76,2023-11-04,completed,B
2262,890,106,2024-10-11,dropped,
2263,890,104,2023-11-16,completed,A
2264,891,22,2025-06-16,dropped,
2265,892,24,2025-06-12,dropped,
2266,892,45,2023-07-08,completed,D
2267,892,104,2023-11-06,completed,A
2268,892,95,2025-09-15,active,
2269,893,85,2023-01-13,completed,C
2270,893,17,2023-09-24,dropped,
2271,894,91,2025-12-04,active,
2272,894,100,2025-06-24,active,
2273,894,32,2025-04-06,dropped,
2274,895,65,2025-06-24,dropped,
2275,895,37,2023-08-06,completed,D
2276,895,36,2024-11-15,completed,B
2277,895,55,2023-05-29,completed,A
2278,896,12,2024-12-27,active,
2279,896,22,2025-07-13,active,
2280,897,104,2023-11-24,completed,C
2281,897,112,2024-08-17,completed,C
2282,897,2,2023-05-28,dropped,
2283,897,55,2023-07-07,completed,A
2284,898,117,2025-05-08,active,
2285,898,107,2024-01-14,completed,C
2286,899,95,2025-10-18,active,
2287,899,85,2023-01-06,completed,F
2288,900,23,2025-04-21,dropped,
2289,900,10,2024-11-08,active,
2290,901,55,2023-06-24,completed,B
2291,902,44,2023-04-01,completed,B
2292,903,38,2023-10-19,completed,B
2293,904,95,2025-10-25,active,
2294,905,119,2025-12-06,active,
2295,905,40,2025-09-10,dropped,
2296,906,8,2025-08-28,active,
2297,906,46,2023-03-18,completed,B
2298,906,1,2025-07-13,active,
2299,906,79,2025-10-12,active,
2300,907,63,2024-08-08,dropped,
2301,907,26,2023-04-19,completed,B
2302,907,11,2025-04-25,dropped,
2303,907,68,2025-11-08,active,
2304,908,48,2024-11-15,active,
2305,908,39,2023-12-09,completed,B
2306,908,47,2025-08-30,active,
2307,908,55,2023-06-15,completed,A
2308,909,15,2023-02-11,completed,B
2309,909,25,2026-01-01,active,
2310,910,21,2023-11-27,completed,B
2311,911,16,2024-09-29,completed,C
2312,911,54,2023-09-25,completed,C
2313,911,63,2024-08-01,completed,E
2314,912,17,2023-09-22,completed,B
2315,912,15,2023-01-24,active,
2316,912,14,2023-08-09,completed,D
2317,912,102,2025-06-13,dropped,
2318,913,56,2025-12-14,active,
2319,914,11,2025-05-25,active,
2320,914,98,2024-08-30,completed,B
2321,914,55,2023-05-31,dropped,
2322,914,32,2025-04-22,active,
2323,915,26,2023-03-30,completed,B
2324,915,61,2023-10-24,completed,D
2325,915,91,2025-12-01,active,
2326,915,101,2025-10-31,active,
2327,916,5,2024-02-24,completed,C
2328,916,36,2024-11-01,dropped,
2329,916,25,2025-12-09,active,
2330,916,119,2025-11-14,dropped,
2331,917,29,2024-04-13,completed,B
2332,917,44,2023-03-30,completed,A
2333,918,36,2024-11-22,completed,D
2334,918,45,2023-06-15,completed,A
2335,918,92,2024-02-13,completed,B
2336,919,117,2025-04-18,active,
2337,919,78,2025-05-10,active,
